release	have	want
33304998	1	1
8170629	13	0
10904357	5	20
23203094	1	10
32185101	4	0
26078923	12	0
14509505	0	1
14788809	8	1
5487996	0	0
25692151	4	6
29904094	0	0
16343127	5	5
6336654	6	6
14124360	174	60
9094300	4	0
21809626	0	1
13620653	11	37
4753611	13	7
12209658	91	29
27893826	2	1
19098418	27	32
7137987	39	1
9686287	6	0
32214018	4	0
12603264	25	13
13696554	1	0
9902094	6	4
25625455	0	1
13746741	3	0
27813501	67	25
13292558	1	0
16210450	1	0
26933825	2	1
13036384	1	0
18124960	7	1
16293822	1	2
11534702	4	9
8289344	9	2
6477578	176	74
7165993	30	5
5628163	50	31
7525839	29	7
11412624	3	2
19806280	3	32
9812430	3	3
27681315	0	1
25082701	2	2
8649651	91	25
12764406	2	22
11208176	3	6
17875741	0	0
29437474	0	2
17786563	29	4
33760629	0	0
34742277	3	4
32854164	3	3
25511188	6	0
12187132	19	10
13099250	12	0
6718600	16	13
14482251	47	23
7357863	2	3
10938431	3	1
15369758	1	2
29390854	5	0
27051270	35	37
30507814	19	19
11071329	21	6
10759124	4	1
7125584	0	24
20887465	0	0
12354039	0	1
22197862	1	0
11978658	3	21
21230986	22	4
26256770	33	27
16212380	0	0
9312255	1	0
27290643	1	0
6540984	5	3
18990382	3	5
18587863	0	0
5982327	26	7
8244787	27	4
13364859	6	4
18362095	6	0
26388638	0	0
11313599	12	0
12382154	3	11
7599637	62	15
30313259	1	0
8936050	2	0
17715913	1	0
5484188	17	4
23797775	0	0
29981113	2	1
5046031	14	18
27145212	2	0
20803141	17	6
19711516	0	0
8174958	2	0
19657258	0	0
32385540	0	2
24862799	3	0
15433776	1	1
15896069	2	4
28482568	0	0
18842083	3	2
23846507	14	1
5773648	580	153
10902229	4	4
12503146	3	1
14017985	4	41
15906068	3	1
25575040	4	0
8172782	12	11
16774893	1	0
22902554	2	11
25718875	6	3
16238888	3	6
16789857	3	11
7635210	2	2
20663947	2	4
15600176	0	1
16917852	1	1
8851451	46	22
19874029	1	142
34530223	1	0
30202829	280	49
30430727	1	0
33902997	1	0
6077827	15	7
31244860	5	5
11130073	3	7
16155073	1	0
8804443	8	10
10920309	59	9
10012002	13	8
7447191	8	5
21607801	1	3
11894347	3	1
10713131	5	274
12149877	9	13
12934324	17	17
26162219	2	1
26852108	0	1
9385182	40	0
11260720	6	0
15261587	7	20
11320208	2	0
15944286	6	5
24807134	3	0
31014865	4	1
31510061	0	2
31934158	6	2
10765532	55	8
10595510	27	10
12398420	5	2
13981739	3	1
14278356	48	30
4999266	25	6
8451615	7	8
20290795	3	1
30024421	1	0
5244094	24	30
15675095	6	4
14078431	0	0
24100232	0	0
29592124	6	12
24188288	31	24
32323674	93	40
30299393	2	2
8393194	21	0
15586052	2	0
27924864	4	1
11861562	0	4
19665541	3	2
6139740	5	3
26365319	1	0
28665862	1	0
17425489	0	3
4755393	28	78
30647029	2	0
34167643	1	1
15936065	25	60
30671425	0	0
11955168	21	0
15671794	3	6
7715193	4	2
6652921	8	31
8412261	10	17
7903507	29	8
27374199	0	0
10925345	27	21
14419396	3	0
20310424	2	1
25365445	0	0
11717197	152	364
29601031	0	0
10482006	1	5
8816015	11	4
12255389	0	0
12753328	5	2
28244941	3	0
34396744	29	8
19091704	0	1
6168056	18	18
35098295	1	2
6335856	68	14
17443903	2	4
13798636	2	4
26927558	357	46
32283963	1	0
14445071	6	9
16634631	16	3
8610190	7	43
6657362	1	1
13428420	94	9
13811545	4	15
22032862	7	1
25546696	2	0
15008903	3	2
14676879	15	0
12383105	0	0
4866699	46	117
11399548	2	0
12711484	3	2
31740827	3	0
15882389	2	4
28779031	0	3
10187092	4	5
19436902	2	0
20558170	3	6
27926046	34	9
15228197	2	0
11371336	5	1
21240586	5	1
23141213	1	5
11403628	4	17
8401584	8	0
6739410	1	1
12642853	1	0
25046530	4	1
6893625	18	9
11254414	2	2
6572075	8	34
14857294	5	2
27940578	2	3
16002301	3	0
13014225	2	1
12594759	10	0
10880024	1	1
9388101	22	1
16115863	0	1
17562232	4	0
18015040	0	0
24100196	0	0
9899674	24	21
13643309	46	5
12451748	1	0
14856819	8	55
18451729	1	0
18003172	2	0
13851387	3	0
6989634	14	6
4848283	43	12
34577863	1	0
23852702	1	1
11039806	4	12
5220047	12	18
30898596	1	4
27141234	3557	179
20963233	0	1
11421486	10	2
5888069	8	0
8737935	3	2
22946105	1	2
20369671	2	0
28676416	16	3
15550548	1	0
12690058	3	0
11004838	1	54
17195857	8	1
9609339	47	5
6114226	37	102
10438607	3	2
9640816	191	59
24379313	1	0
35108885	1	0
33272409	1	0
14761861	1	0
20490346	1	1
13909869	4	12
8446190	120	72
15275125	3	2
10036798	4	6
10443279	4	5
5259539	22	4
11693148	2	1
9885714	19	9
5552860	29	8
10698711	2	0
13540996	1	0
10696606	4	1
29474608	12	15
26154527	2	19
31022491	0	1
10346179	0	0
19862299	0	0
8759398	17	12
35210131	3	0
32364927	11	5
5338703	88	16
7915134	36	3
10500836	14	32
26792393	2	3
30889962	0	0
17052390	3	6
28323430	0	0
28343098	2	0
27131937	3	63
6882727	13	17
12172981	93	39
6537413	11	0
35488027	1	0
33391658	2	2
10417339	289	44
8191426	16	57
31614523	1	1
5908542	13	94
13110010	2	0
5667451	1	8
13887764	15	2
9898449	3	0
10667014	187	10
14840697	1	1
25332733	6	2
17221573	8	0
13861460	5	9
24240710	0	0
6843185	75	13
13241515	1	0
7885091	30	0
25099111	6	1
6153888	53	188
5625562	58	20
13724216	3	12
10481576	5	0
22295155	2	10
14354452	2	3
10181377	29	1
30280868	0	0
13759371	2	0
22158139	0	3
34760492	2	0
8766429	34	2
25871419	1	1
28478995	4	1
31891999	0	0
34513684	1696	440
4832544	1	0
27203394	1	1
16035585	4	1
5790124	77	14
12470041	0	0
7507621	7	50
22767992	1	1
7728671	2354	132
17254486	1	4
13139254	15	3
12595975	3	28
28719526	6	1
35339845	4	1
7644482	4	0
5455541	6	21
12329625	0	0
7433031	1263	673
6121199	13	2
15588649	3	0
11219588	1	0
12818181	179	74
6810854	119	105
11747153	21	5
4877506	279	3
11805682	19	14
15475117	1	3
14692668	13	14
34047115	1	0
35521216	1	1
4893381	3	0
6407298	2	0
24746324	248	34
27593550	1	5
33943968	1	2
6519897	60	5
12720521	8	0
10095168	21	3
14517260	19	2
16255346	2	1
19929358	6	3
6378352	2	3
8203405	12	25
10461485	2	2
12231581	9	3
7161380	35	6
15323015	27	11
17187688	2	4
18486661	2	10
5757132	3	27
14750066	2	7
19004362	0	3
5426620	35	22
5830039	1	8
9894718	11	8
11755035	3	2
11216210	1	3
20522332	2	0
29029633	9	0
16721766	0	0
23444918	5	0
13784421	0	3
20457292	2	211
9246451	14	2
15931979	1947	462
19999726	1	2
21521623	10	0
29796082	1	0
12200794	3	1
34701765	0	0
13997887	51	24
8095726	16	5
11242110	1	0
28139422	0	0
8122440	1	7
13164415	51	9
13165540	1	5
9666009	3	1
9438323	7	19
30807222	0	0
23551994	2	0
12228234	4	1
17100768	3	1
7784126	243	59
12901187	4	1
6553349	23	42
10524824	53	5
15212014	2	0
19939336	6	0
13582914	0	0
9652083	2	6
4944467	3	0
10596574	0	0
13799027	9	0
7687345	4	1
15022645	4	6
17661178	17	1
24417404	27	6
14678898	1	0
16965108	2	8
26387039	10	0
11473018	4	6
9495136	227	22
10601572	2	0
29670202	3	4
4916664	45	8
24156872	2	1
5700286	29	1
11164878	175	45
23533733	1	5
27081114	0	1
20965630	42	5
28652647	0	0
5838375	10	10
29980918	1	0
19397845	2	23
12924059	10	4
25005643	3	2
13001056	1	0
32593077	0	0
31868261	1	0
18939274	2	0
8424383	0	0
15952064	14	2
21774919	5	4
28279261	2	2
18472030	40	106
15029028	7	3
32032616	2	0
6048459	13	24
7723699	14	88
11958078	3	5
5922413	4	2
15042111	10	3
15866246	0	2
35185396	1	0
26626919	1	0
33081966	1	2
10224165	25	1
14200052	2	0
14041610	4	3
18852631	1	0
35107754	3	3
13687935	3	47
14482420	3	34
8117876	19	9
5839263	9	2
15626321	16	8
13620934	3	1
29022859	16	7
24287453	9	2
25431796	13	1
11965113	5	3
33189768	1	0
14827080	0	1
29452438	0	0
12424465	10	21
6824677	5	3
25563433	0	0
20518519	32	7
23141918	50	10
6843037	27	9
8857101	5	9
16148907	1	1
21000397	1	3
28278667	0	0
8989072	0	23
4842907	0	0
7932734	67	158
8935872	4	4
5904059	43	53
12904263	4	7
19705135	12	15
25844236	2	10
20682727	2	0
31836860	0	0
29007862	12	4
7885426	117	26
21381121	6	3
28101805	1	0
14001855	29	28
12067376	26	2
15411748	117	32
6299993	31	40
10010553	0	1
7186850	0	0
9170639	30	1
16068092	2	4
11793357	36	2
13433348	15	2
32852304	0	0
12131523	11	2
10130873	4	0
12688071	92	72
31715201	1	1
6689417	1	1
16156741	3	23
8111753	18	10
13615548	40	4
27340767	4	2
10536915	1	3
30504010	0	0
17779009	2	5
6505442	110	82
6453712	16	1
6595991	302	106
12061262	11	25
11890616	18	3
5391254	9	4
11786587	3	0
8970645	22	12
34164934	2	0
5862955	7	6
30769578	12	31
25597303	1	0
28326289	1	0
7847104	5	206
5149070	15	27
8293676	39	115
4850165	27	15
14293501	14	11
14308111	1	2
8765046	1	2
33727998	2	0
19935946	7	143
7883004	31	10
11804110	4	0
28345642	1	13
12105480	2	0
6977076	6	0
15325096	26	90
17535862	17	3
15180978	9	3
31039084	1	1
6301923	127	25
9401830	13	2
16862874	21	20
19947604	2	3
13289288	8	7
31119590	3	0
7955409	3	6
6912469	484	58
16423260	1	0
25198510	24	8
5840476	245	12
13033866	4	1
15230991	0	0
10174975	8	9
5006197	30	0
27403797	3	6
6716545	107	28
14479379	10	21
7424989	3	0
11894268	2	0
22490033	5	0
5872268	6	8
8351174	7	5
20923294	1	18
31931353	0	0
13287038	74	154
20557846	1	0
27999240	0	0
27369117	1	3
5015071	3	15
8580128	0	0
31441763	4	0
14662041	1	2
13509957	1	0
7457937	67	30
27998691	8	9
28271683	4	2
31812956	1	0
32267274	1	0
14996292	43	34
12922924	6	1
14930343	52	32
17636191	1	2
28009314	3	1
7235489	1	16
30479942	1	4
8374056	0	0
11475820	5	2
7286831	45	36
6978980	8	0
13749667	6	0
14307545	0	0
24500516	166	78
12833258	1	4
32905515	0	0
4739501	2	2
30657865	0	1
12803000	33	1
9684902	0	0
15971224	10	5
18643957	6	1
11223613	1	2
31455146	0	0
34561741	1	0
13191136	2	2
12091497	10	1
31051469	0	0
35282062	1	0
7960239	1	4
12805935	939	77
18791629	0	1
5040431	0	1
35070014	0	0
17742163	1	1
20750686	10	3
21850666	1	0
22190818	4	0
30127433	0	1
14906036	7	1
33052665	1	0
6588439	0	6
26123267	59	14
5205960	90	3
9210188	1	5
5345210	0	0
13558498	5	1
17289496	7	2
21057670	2	3
27175851	0	1
9452163	29	136
31677656	1	2
14322308	74	54
27477816	1	10
11512034	2	4
11031189	49	17
15868566	4	2
5346446	1	24
8096994	6	6
11519674	0	0
13746170	1	0
25624351	4	40
15304657	11	0
21587458	1	0
9398141	4	2
13750265	12	35
33914646	1	8
6757084	3	0
6299650	23	19
16813098	25	6
11892747	6	17
7725339	18	17
31845077	3	3
31381982	0	0
7598467	5	6
10186220	50	6
31646528	2	2
10415477	1	0
14208819	11	1
9568874	10	15
6386385	19	4
31665401	0	0
12991546	0	0
35383504	3	0
5434997	238	118
10603379	6	3
29861617	1	1
21147820	197	140
8298942	24	43
33451367	47	42
29826055	0	0
7298886	2	0
11656428	7	4
14010811	17	1
22741424	79	22
6803969	21	6
12880945	5	99
21427093	0	0
11807623	45	15
8245546	2	30
10554295	4	1
14438493	7	0
13484628	1	0
9423187	35	4
21057775	1	0
23796356	0	2
10434177	3	79
7888791	33	32
14156838	3	0
12415779	1	0
10515414	1	1
13323471	6	2
12227622	2	1
30550987	1	2
30932019	0	1
14754953	1	2
11566237	44	10
24434960	1	2
7867162	10	1
27838269	1	12
11508659	4	0
28857418	1	0
12210716	3	0
21676273	35	7
14799006	8	14
27223116	0	0
14270739	35	43
19134553	3	1
14896641	2	0
17123118	1	0
21444283	2	2
4759920	6	0
15999579	10	4
23282825	123	5
13018594	0	20
27770979	0	0
12681415	3	3
28103293	1	0
9863638	1	0
29246038	6	1
28096990	1	3
15845456	1	0
14220929	44	222
32137338	1	1
26870744	8	60
6335287	51	17
13706367	9	3
20703133	62	43
12965578	5	9
12778925	45	320
13640866	4	0
16263184	0	0
23779979	5	0
16937493	7	1
13811003	1	1
4762223	3	1
15407461	24	1
22396783	2	1
5913326	32	2
12076080	1	0
33464690	1	1
32796681	0	0
13833253	5	0
9682642	4	81
25447381	1	0
14076270	0	12
9699955	26	5
25797493	3	0
7606712	3	0
34815281	0	0
28334404	162	71
35410021	1	0
7005234	6	7
4759543	423	104
12283964	12	77
9910684	8	11
15207555	12	10
17972266	40	25
12252840	3	204
7786388	22	0
20811520	3	0
4930455	9	137
6788785	21	7
27297585	6	8
16976943	8	1
6688262	5	1
15136158	2	17
24523376	7	0
10796419	7	6
7047404	12	3
7774504	2	10
9422110	3	2
20746294	3	1
31193317	1	0
8626276	20	75
7063211	1	4
32541420	0	0
5864046	16	3
12340729	8	5
5490900	34	7
8046137	0	0
8364947	7	17
31170191	1	2
14814737	9	4
22839866	0	0
29619793	0	0
32796453	0	0
12570633	4	1
13138558	6	3
11583020	13	25
6409480	67	3
12675904	15	1
22497785	1	0
13860559	29	13
28696963	0	0
13719908	8	7
25795279	8	0
9309062	1	0
23555606	2	0
19545982	21	2
19322533	41	0
20701702	6	7
33280239	2	2
10348375	7	4
28952593	0	1
9165388	3	1
12724686	17	13
26162642	3	0
34952336	0	0
18950110	4	8
34720398	1	0
10350296	18	5
9664691	49	18
9046335	10	2
8569693	2	30
27468810	78	51
12202959	3	1
15475298	9	2
21979126	0	0
10435996	1	0
14900840	0	1
16311564	1	9
10022697	3	7
28740244	4	2
7243440	212	10
14850610	15	5
27851085	1	0
33387203	0	0
15661979	3	2
35244304	23	5
11970183	10	17
15716245	36	2
13280663	3	1
15850470	3	1
34837091	1	0
20815540	2	8
13662559	60	41
31990256	1	8
21792010	0	0
11130771	0	0
7941250	326	78
29377267	4	4
11399608	3	1
23992025	0	11
8925500	2	0
12563567	2	1
10497193	8	1
10563877	2	75
18823210	8	0
25503724	4	1
18427951	0	0
33804468	7	0
14700877	3	3
14915117	5	0
8438652	6	1
13633026	34	26
14643025	1	2
16455366	0	1
13192359	0	7
17370928	6	1
12380393	16	13
7913809	10	1
5340636	12	41
6045890	2	0
17336746	3	12
16607376	1	4
4973512	76	25
31181734	157	191
24904001	46	61
9128759	30	2
7704038	24	3
25846447	3	29
9324443	3	2
7364979	12	1
8659782	2	0
24925535	0	0
17960854	2	1
15994484	12	2
7189336	87	7
29378830	2	0
6368699	49	32
34772288	1	0
5146948	97	77
18577606	1	0
21029824	222	65
7388958	3	1
25468234	4	0
11376430	4	5
11233078	10	8
10077280	5	0
33487223	1	1
11412250	14	9
34693656	68	27
5948362	13	39
16108933	2	0
6979592	80	62
5535678	76	33
9629654	6	43
14015319	2	0
15861339	12	8
28585228	10	6
5179503	17	23
10888061	10	38
35206345	0	0
32453418	0	1
31537960	1	0
8833457	10	30
12950284	1	2
33969114	4	0
7107321	5	46
6476254	122	12
30135371	2	1
10577301	1	0
13663386	116	27
30758142	0	0
14647873	5	0
15646773	3	0
6989107	20	32
29696566	1	3
15756273	2	1
8176384	11	10
32126232	0	0
17687845	0	0
8237897	2	1
6313665	27	107
18117037	1	0
33910650	2	0
26392901	0	0
25298008	2	1
16959846	13	2
7514430	32	34
14844055	1	3
9286220	0	0
22366183	18	4
7688928	8	1
13516699	277	95
14599507	57	5
31659455	1	1
26543588	6	2
28410544	7	4
14994170	0	1
5835066	55	18
24276827	0	0
7091737	15	3
24534176	6	7
5750077	32	39
9500109	14	80
7044183	2	1
13063864	8	47
8533003	1	1
13895789	20	26
15791864	0	3
12730181	8	76
15801519	11	11
16317123	1	9
5370845	467	45
16336218	3	31
11535429	7	1
17196100	2	3
33686109	3	5
23266796	7	3
26075338	0	0
16108459	639	49
15699265	9	3
11738265	12	3
18882148	37	42
31057355	1	1
28638460	1	1
11025543	3	0
12201218	35	1
8357746	9	7
8506384	29	14
6433592	25	11
16233997	1	0
29768845	1	1
29074804	16	1
7736854	32	4
8808381	42	8
13139179	35	80
30914262	11	5
5833612	39	25
22591229	0	17
18363784	1	0
25362559	2	0
9814970	1	1
8640912	10	0
7469671	1	1
6355600	738	101
6948619	12	5
6085261	64	145
14389255	5	1
29377063	1	7
22753085	1	0
30410921	2	8
35096819	5	1
8379951	25	33
20273554	1	3
23323646	20	5
15378896	4	1
30628939	3	1
10463363	18	16
14972868	9	8
34261780	1449	250
31804466	0	0
27929496	9	3
6945716	19	28
6046011	15	9
12632191	0	0
13285268	3	3
18693214	14	1
29162041	8	5
13981713	144	6
24358049	0	0
9196250	3	1
12153385	2	0
18730180	4	0
16064589	10	41
9487941	43	5
21582418	4	2
13587640	3	3
14695097	111	5
6730274	6	10
21125563	4	0
11618753	255	17
7459567	0	2
18608701	1	1
14956593	0	2
31434203	0	1
9309698	4	5
17130498	4	3
9197374	195	95
27175617	99	35
27576015	55	16
6673718	23	3
22223413	2	8
10678909	6	7
10504158	3	5
29545576	1	0
24652169	39	8
12566530	12	8
5361201	11	0
25899922	0	0
6082880	3	4
16216285	1	0
27278145	2	0
7607868	8	9
11018211	2	0
7628015	99	9
17227429	22	3
28689889	1	1
10783931	0	2
15704404	1	1
12945232	5	6
30473183	1	0
30673285	3	0
5778223	1	2
8557083	1	0
31896898	52	71
8422976	15	2
23672474	2	8
7596523	5	2
11639248	10	7
14197590	0	0
15873637	1	3
15069596	4	4
15243138	2	0
12158860	9	3
5613421	71	21
34656775	1	2
6196790	299	200
18843154	3	4
26754158	2	1
15897907	1	0
6649601	0	0
9526099	4	1
30582970	1	3
33307953	1	0
7176163	39	20
12637670	6	1
9055709	4	3
32757189	108	28
19959196	49	57
5498274	4	0
15824744	6	3
10367018	1	2
10772724	0	2
23016221	0	1
31283732	1	0
9033581	11	1
10279334	169	215
11684622	72	3
11348707	3	6
7842652	3	5
9561631	16	13
16225900	15	10
20320786	0	1
22951601	6	8
33571671	2	0
6433393	9	1
14950845	2	1
27253002	1	1
13008967	0	1
23367494	1	0
15007264	3	6
10806932	14	45
32656119	3	1
13230857	7	4
10925364	40	6
28975435	1	0
14652330	4	0
8086056	42	7
9194651	7	0
13478618	3	14
4695276	6	2
7644690	4	1
11552081	20	12
5571749	1	2
13684111	9	57
14168690	26	23
23756663	1	0
9439276	44	6
17898232	4	5
5266703	44	19
19174096	41	19
6200137	17	45
23302682	2	2
14158514	5	2
15635889	3	0
16010446	2	0
8074091	1	3
18174871	1	1
10127819	0	0
30210884	2	0
22491959	3	0
34720569	1	0
6956964	39	15
10508540	13	8
22835156	0	0
9040703	5	3
12822243	14	0
11514554	1	1
13555209	0	0
15982358	3	5
31431125	1	0
7135394	80	35
11754181	1	10
15366601	3	49
16065285	3	3
8344179	20	3
11442593	0	0
31272986	2	0
5849102	16	9
5604597	2	0
21281272	0	0
15457714	36	3
14283364	0	0
14370242	0	0
15135255	1	20
16786707	3	2
19020673	1	2
20977963	0	0
34732257	2	0
7956505	165	60
12657699	9	5
6235028	12	77
10241509	87	81
21325699	3	0
10947053	7	0
7385705	6	2
8588278	1	5
23226272	5	2
19974424	8	1
8068992	1	1
13786439	5	2
24839423	1	0
12173663	45	79
26491994	1	1
8683603	18	7
12926412	8	11
14735680	102	23
31672988	1	0
10352268	1	0
15069771	0	0
7831398	20	1
6057005	52	39
25355584	1	0
4731012	8	11
23002463	3	3
22786961	37544	3316
5841041	11	5
18453589	6	3
7579684	14	5
15484348	2	0
12366025	10	2
14529134	0	1
14666554	11	41
26675345	2	0
5846135	4	7
8736773	4	0
8091117	9	3
15719248	230	20
13552361	11	5
8797933	5	9
14145205	14	55
5680757	59	216
30026347	17	1
12329982	52	6
18912046	0	9
10274783	2	1
30230285	1	0
5238541	1	3
30379619	1	0
11535812	3	16
10644081	57	60
9315150	11	2
11561954	0	0
15556732	1	7
13165429	1	0
16224145	0	0
21102034	9	1
8148435	3	46
10316492	43	40
7949378	54	2
22932458	3	8
9299110	9	7
6062513	4	25
8058680	5	0
27379995	0	0
24868010	1	0
12863437	4	0
6518788	6	1
14985977	5	1
8921036	16	311
10581490	3	2
13260791	8	21
23980253	0	0
28117390	1	0
33542463	2	0
10669705	2	6
4965929	25	18
4748228	3	0
8327794	5	10
13116592	3	2
20270416	6	18
19488091	0	0
14376551	8	0
35389567	0	0
27528660	46	16
9553372	7	2
14705307	6	12
22517252	55	10
14316583	1	2
10012021	2	2
7761926	32	4
11358362	18	2
14394496	0	0
21229858	1	1
14840778	6	3
10863860	8	1
10102089	0	0
5663783	291	465
33406328	3	0
6309616	2	0
26063224	24	14
7775896	6	1
5274998	39	15
24901397	39	74
25785382	5	3
6483981	1	0
15683094	7	0
12920979	4	2
19327867	0	0
19210330	4	1
32682291	0	0
24280772	5	1
9846626	1	1
6635680	58	9
8518386	2	1
27723660	0	2
32391666	2	3
23699564	0	0
11276088	12	7
6890339	2	7
9098298	14	3
11808062	5	6
29285215	0	0
31236799	14	0
15689558	3	2
16877103	2	5
5023956	48	46
9421131	3	7
9430923	4	73
10865421	7	1
15556440	40	12
7008894	1	18
17944888	1	1
34949519	2	0
10588521	54	16
27903477	6	12
14275718	44	38
8807086	0	0
25592119	7	7
8487755	11	18
29957449	0	1
15965617	10	12
5820685	14	3
12359331	1	5
29437126	1	1
9872057	47	11
10629824	0	3
6582115	1	0
31459880	2	1
13201509	5	7
9404262	2	1
7703833	21	6
19005679	2	0
15713489	0	0
26839925	1	0
31308669	3	1
6221265	84	1
15922877	37	57
12437795	5	2
9387559	102	36
7056510	25	40
6225463	8	0
15901247	1	11
32323980	0	0
18956809	2	2
24832004	2	0
29146537	4	2
5805961	54	8
6220936	0	0
10182423	12	135
20159092	1	1
14486700	5	9
34744821	2	0
4979161	50	17
6995143	45	37
23654588	1	0
6695097	265	171
19338265	0	1
11250581	15	3
23198390	3	1
7425360	7	0
17246104	12	4
8391111	10	10
18817657	4	2
35408407	0	0
30373322	0	0
11923827	1	0
12612593	5	0
6177382	78	8
23066255	30	3
25500739	3	24
27905601	10	3
14368342	3	1
34361773	34	11
12538167	3	5
32644662	0	1
14601076	30	26
29053783	0	0
9420519	82	73
8753483	10	14
24414620	1	5
9921144	3	4
5788966	289	76
12896103	2	0
4969644	1	2
34196509	0	0
14935995	45	7
9304372	15	4
27308223	49	19
34485979	18	2
6648666	28	6
12890439	0	2
13000761	8	0
29917810	90	21
9572291	3	34
4728295	11	2
5960779	175	280
6487548	78	40
16459629	8	5
18642646	0	1
8410801	4	0
20240878	4	1
4811988	47	18
21905887	1	23
23127299	13	4
15323648	5	2
21180256	7	3
6717554	25	9
14985887	29	6
10509720	14	4
25373131	1	15
13799857	9	82
26937173	13	10
34609207	7	3
30688153	2	1
13955611	11	0
15081785	0	0
9856175	5	2
14420924	3	1
25006552	1	9
28646977	68	17
14825573	9	3
28424881	0	0
26030668	1	1
8018482	8	2
8431235	3	1
14444162	10	18
8832903	1	37
14218159	14	12
14787876	0	0
20726353	141	110
9254120	3	12
12003631	6	1
6596035	12	4
16004932	1	0
12887437	5	11
10639140	22	2
11979062	28	125
16882077	1	0
27007173	5	2
13482904	1	0
14351581	2	8
16419276	12	2
4730662	12	20
22567913	0	2
7902422	169	5
9442655	9	3
8043203	40	319
22527959	1	1
27632286	1	0
13325165	1	0
10812322	9	1
14900435	0	6
10667026	17	1
21593797	1	4
8792933	1	3
9150159	7	2
23575409	30	16
23023340	0	0
5482834	193	56
14077388	10	9
21720706	2	2
28080346	1	4
15396656	9	11
15785666	15	3
34938881	1	0
8238024	9	9
10207961	3	4
19167295	1	5
11559265	1	1
19290223	2	1
10261205	3	1
10345901	71	13
29302636	2	1
25131067	3	0
8174587	1	6
13225898	26	39
32590455	1	0
6801432	32	36
21931615	2	0
30859872	2	1
31413260	1	1
17829856	6	1
20265649	3	1
26669525	1	0
20685862	0	0
14409913	31	17
13587162	4	5
12846454	3	0
30778302	7	4
33816012	10	3
18294670	0	0
11424167	2	0
7500018	2	2
11763818	2	0
33580986	1	5
33823503	0	0
12505634	3	30
27874569	0	0
35276281	0	0
30755238	19	4
14609152	2	11
23835701	0	1
6240077	11	1
11149345	67	4
12773583	2	13
34935773	1	0
18321967	1	0
10452444	7	7
24312242	2	1
21976870	1	34
12290914	7	33
14460383	5	3
27761655	0	0
16193464	2	5
15798893	3	2
13791740	2	3
14020479	11	1
29323108	56	85
25858063	1	0
19673641	1	7
10439256	2	6
14116174	4	6
21339802	1	0
9206450	2	3
15347302	19	3
8298862	10	36
15986781	2	3
10440780	6	0
9898560	26	10
16490268	1	2
21160591	5	4
15770979	5	0
27637782	11	1
7277183	11	83
5625428	9	7
13673836	10	15
5488362	1	2
6765882	1	2
15489616	1	2
31891729	2	0
8327723	2	2
13949812	2	0
5368281	10	3
12524776	17	5
4832039	27	1
24464030	66	36
12916929	20	19
14147208	9	3
11111857	10	5
16269275	10	5
20055601	0	0
29180164	0	0
18079999	5	5
8667294	5	12
20253574	4	0
27980472	1	0
28010226	1	0
28783489	10	22
23843198	2	0
5671928	33	42
26734250	132	53
23597099	75	71
26945507	1	0
31475369	1	0
25045909	1	12
8689517	22	12
15025481	1	1
7308462	1	0
25858357	1	0
21715021	0	0
22934333	3	2
16017673	33	11
24309005	1	2
15491048	40	22
7794795	8	1
10746088	17	0
8118362	1	3
8938839	7	3
13905629	2	1
25263682	3	6
6305890	55	32
18968449	98	24
13896463	1	0
18989839	0	0
14026166	0	2
27632715	0	0
25080691	68	10
6752744	35	6
13343451	133	30
10821683	4	1
30961093	55	11
21319255	1	1
22230886	5	4
6376568	4	16
15706979	4	1
7692850	2	8
4792855	150	71
12890413	14	12
22115896	0	1
14022574	8	2
8329543	20	5
16383804	1	2
4878356	24	35
12665170	2	0
6473764	3	2
23910053	169	7
13066520	17	2
6162668	29	7
13988796	11	2
6485368	6	12
14683232	5	79
13794215	30	1
10362771	15	1
12304327	13	11
13747712	8	250
29245741	0	0
5882828	279	48
8349544	4	2
9445531	169	236
11278926	10	17
14022690	5	11
29883712	0	0
34642495	101	4
15445701	4	11
31213525	0	8
12361543	1	0
15507955	5	2
22140151	13	3
17361124	0	4
22825631	2	1
8256785	11	7
15098558	1	3
27968364	1	1
25674145	1	2
8907204	6	5
7479012	25	5
8183606	1	0
10711729	0	0
14512602	76	58
16373859	1	2
9363666	3	1
21446158	123	40
15356191	1	6
15500556	2	13
17840713	8	46
24289541	3	3
22200514	0	0
22363243	0	0
13855934	3	2
27735276	0	0
7065458	12	0
13066084	17	3
15910864	2	0
13455092	7	9
26522078	3	2
5250863	3	0
12815687	3	0
13170035	2	3
21770959	0	0
25521799	2	2
24637676	437	64
10004420	13	6
11396009	2	31
27253761	1	2
6787053	33	19
4918761	481	76
18901009	1	3
25227226	86	76
13764949	5	1
7134539	162	4
15010563	3	5
13616909	0	1
20087020	1	1
4851227	1	2
13690250	1	6
15869968	0	1
10135790	10	1
8529385	31	13
14247014	25	8
12452463	5	11
28147564	0	1
32366115	1	4
16183511	3	10
17068902	2	0
22763417	32	9
12345443	4	4
14096692	0	2
5989631	1	9
9587454	0	4
14007579	9	3
14615311	9	2
15523595	10	1
27682308	0	0
7480672	2	0
14710561	1519	137
8295738	3	4
14280746	0	0
26102428	1	8
17346469	0	3
33503990	5	2
9760941	21	6
26908649	0	0
6602008	47	6
13063942	5	4
17110698	2	0
17802970	3	13
24556811	17	32
25518991	52	21
13110730	2	3
10432974	142	5
35398951	85	0
17372917	1	1
